,filename,image_src,path,category,classified
45,speed-20180403-072451.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072451.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072451.jpg,bike,True
46,speed-20180402-204431.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-204431.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-204431.jpg,auto,True
47,speed-20180403-084506.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-084506.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-084506.jpg,bike,True
48,speed-20180403-090205.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-090205.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-090205.jpg,bus,True
49,speed-20180403-082841.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-082841.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-082841.jpg,auto,True
50,speed-20180403-071854.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-071854.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-071854.jpg,bike,True
51,speed-20180403-072344.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072344.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072344.jpg,taxi,True
52,speed-20180402-193831.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-193831.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-193831.jpg,bike,True
53,speed-20180403-072600.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072600.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072600.jpg,bike,True
54,speed-20180403-080747.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-080747.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-080747.jpg,auto,True
55,speed-20180403-072544.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-072544.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-072544.jpg,auto,True
56,speed-20180403-080026.jpg,./static/speedcam/speed-20180402-1927/speed-20180403-080026.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180403-080026.jpg,auto,True
57,speed-20180402-223135.jpg,./static/speedcam/speed-20180402-1927/speed-20180402-223135.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180402-1927/speed-20180402-223135.jpg,auto,True
58,speed-20180331-134339.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-134339.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-134339.jpg,auto,True
59,speed-20180331-122744.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122744.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122744.jpg,auto,True
60,speed-20180331-130732.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-130732.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-130732.jpg,delivery,True
61,speed-20180331-132226.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-132226.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-132226.jpg,bus,True
62,speed-20180331-122831.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122831.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122831.jpg,auto,True
63,speed-20180331-125653.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125653.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125653.jpg,auto,True
64,speed-20180331-110102.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-110102.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-110102.jpg,delivery,True
65,speed-20180331-121553.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-121553.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-121553.jpg,auto,True
66,speed-20180331-114646.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-114646.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-114646.jpg,auto,True
67,speed-20180331-113947.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-113947.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-113947.jpg,auto,True
68,speed-20180331-112127.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-112127.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-112127.jpg,auto,True
69,speed-20180331-121638.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-121638.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-121638.jpg,auto,True
70,speed-20180331-120907.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-120907.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-120907.jpg,auto,True
71,speed-20180331-132957.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-132957.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-132957.jpg,auto,True
72,speed-20180331-130851.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-130851.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-130851.jpg,auto,True
73,speed-20180331-125804.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125804.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125804.jpg,bike,True
74,speed-20180331-134509.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-134509.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-134509.jpg,delivery,True
75,speed-20180331-134819.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-134819.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-134819.jpg,bike,True
76,speed-20180331-120820.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-120820.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-120820.jpg,auto,True
77,speed-20180331-125606.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125606.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125606.jpg,auto,True
78,speed-20180331-102609.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-102609.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-102609.jpg,auto,True
79,speed-20180331-113348.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-113348.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-113348.jpg,auto,True
80,speed-20180331-123224.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-123224.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-123224.jpg,auto,True
81,speed-20180331-110440.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-110440.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-110440.jpg,auto,True
82,speed-20180331-113428.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-113428.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-113428.jpg,auto,True
83,speed-20180331-115303.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-115303.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-115303.jpg,auto,True
84,speed-20180331-122534.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122534.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122534.jpg,delivery,True
85,speed-20180331-134526.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-134526.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-134526.jpg,auto,True
86,speed-20180331-121207.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-121207.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-121207.jpg,auto,True
87,speed-20180331-131140.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-131140.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-131140.jpg,auto,True
88,speed-20180331-124829.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-124829.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-124829.jpg,bike,True
89,speed-20180331-123955.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-123955.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-123955.jpg,auto,True
90,speed-20180331-112556.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-112556.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-112556.jpg,auto,True
91,speed-20180331-122413.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122413.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122413.jpg,auto,True
92,speed-20180331-112805.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-112805.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-112805.jpg,auto,True
93,speed-20180331-105939.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-105939.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-105939.jpg,auto,True
94,speed-20180331-131544.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-131544.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-131544.jpg,auto,True
95,speed-20180331-123651.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-123651.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-123651.jpg,auto,True
96,speed-20180331-125830.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125830.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125830.jpg,bike,True
97,speed-20180331-111339.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-111339.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-111339.jpg,auto,True
98,speed-20180331-132023.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-132023.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-132023.jpg,bike,True
99,speed-20180331-104235.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-104235.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-104235.jpg,bike,True
100,speed-20180331-103330.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-103330.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-103330.jpg,foot,True
101,speed-20180331-125556.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125556.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125556.jpg,auto,True
102,speed-20180331-103405.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-103405.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-103405.jpg,delivery,True
103,speed-20180331-105528.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-105528.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-105528.jpg,truck,True
104,speed-20180331-133117.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-133117.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-133117.jpg,auto,True
105,speed-20180331-131440.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-131440.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-131440.jpg,delivery,True
106,speed-20180331-105923.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-105923.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-105923.jpg,auto,True
107,speed-20180331-124817.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-124817.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-124817.jpg,auto,True
108,speed-20180331-122658.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122658.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122658.jpg,auto,True
109,speed-20180331-121622.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-121622.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-121622.jpg,auto,True
110,speed-20180331-115214.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-115214.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-115214.jpg,auto,True
111,speed-20180331-113335.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-113335.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-113335.jpg,delivery,True
112,speed-20180331-123236.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-123236.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-123236.jpg,delivery,True
113,speed-20180331-121554.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-121554.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-121554.jpg,auto,True
114,speed-20180331-134049.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-134049.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-134049.jpg,auto,True
115,speed-20180331-130609.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-130609.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-130609.jpg,auto,True
116,speed-20180331-125823.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125823.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125823.jpg,bus,True
117,speed-20180331-130610.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-130610.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-130610.jpg,delivery,True
118,speed-20180331-120133.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-120133.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-120133.jpg,bus,True
119,speed-20180331-124021.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-124021.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-124021.jpg,auto,True
120,speed-20180331-123853.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-123853.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-123853.jpg,auto,True
121,speed-20180331-120544.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-120544.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-120544.jpg,bike,True
122,speed-20180331-134717.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-134717.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-134717.jpg,auto,True
123,speed-20180331-122537.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122537.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122537.jpg,auto,True
124,speed-20180331-113857.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-113857.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-113857.jpg,auto,True
125,speed-20180331-132603.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-132603.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-132603.jpg,auto,True
126,speed-20180331-121837.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-121837.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-121837.jpg,auto,True
127,speed-20180331-124811.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-124811.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-124811.jpg,auto,True
128,speed-20180331-122424.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122424.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122424.jpg,auto,True
129,speed-20180331-122224.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-122224.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-122224.jpg,auto,True
130,speed-20180331-125344.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-125344.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-125344.jpg,auto,True
131,speed-20180331-103209.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-103209.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-103209.jpg,ambulance,True
132,speed-20180331-132224.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-132224.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-132224.jpg,bus,True
133,speed-20180331-114353.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-114353.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-114353.jpg,auto,True
134,speed-20180331-110543.jpg,./static/speedcam/speed-20180331-1022/speed-20180331-110543.jpg,/home/ramon/workspace/fast_and_curious/data/speedcam/speed-20180331-1022/speed-20180331-110543.jpg,auto,True
